# Generated by tools/gen-blueprints.py. Do not edit by hand — rerun the tool.
# Recipes, grades, engineers and effects from msarilar/EDEngineer blueprints.json (MIT),
# cross-checked against EDCD/coriolis-data on CoriolisGuid. Coriolis is not the authority:
# eleven experimentals have a different recipe per module type and it models one each, so
# disagreements are printed by the generator rather than resolved here.
# Ingredients are keyed to Materials.tsv symbols and are PER APPLICATION for kind=
# modification — multiply by EngineeringRules.RollsFor for a total. No other kind is
# per application. On-foot quantities (kind=suit, weapon, merchant) are NOT EDEngineer's:
# its figures are pre-patch and are restated here to what the game charges, measured over
# 16 upgrade events and four locker deltas — see docs/spikes/journal-corpus-on-foot.md §3.
# Game data is Frontier's, used under their media usage rules; see NOTICE.
# Rows: 1172 (bartender 4, experimental 154, merchant 56, modification 786, suit 14, synthesis 65, tech-broker 51, unlock 22, weapon 20). Built: 2026-09-01.
kind	module	name	grade	engineers	ingredients	effects	guid	symbol	mtypes
modification	Cannon	Lightweight Mount	1	Marsha Hicks,Tod McQuinn,The Sarge	phosphorus*1	Integrity|-20%|bad;Mass|-30%|good	d5a539c5-120a-450f-bb68-e10abbeca8a9	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hc
modification	Cannon	Lightweight Mount	2	Marsha Hicks,Tod McQuinn,The Sarge	manganese*1,salvagedalloys*1	Power Draw|-10%|good;Integrity|-30%|bad;Distributor Draw|-20%|good;Mass|-45%|good	b6a80556-c22a-466e-931c-239c208c9890	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hc
modification	Cannon	Lightweight Mount	3	Marsha Hicks,The Sarge	conductiveceramics*1,manganese*1,salvagedalloys*1	Power Draw|-20%|good;Integrity|-40%|bad;Distributor Draw|-25%|good;Mass|-60%|good	cbec8003-80e4-455a-84fe-257d2018386e	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hc
modification	Cannon	Lightweight Mount	4	Marsha Hicks,The Sarge	conductivecomponents*1,phasealloys*1,protolightalloys*1	Power Draw|-30%|good;Integrity|-50%|bad;Distributor Draw|-30%|good;Mass|-75%|good	3a57effa-ccac-448d-8d1c-3e0966042e24	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hc
modification	Cannon	Lightweight Mount	5	Marsha Hicks,The Sarge	conductiveceramics*1,protolightalloys*1,protoradiolicalloys*1	Power Draw|-40%|good;Integrity|-60%|bad;Distributor Draw|-35%|good;Mass|-90%|good	89f5d8e2-4f4c-4ef0-9e74-9f0691244b22	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hc
modification	Cannon	Long Range Weapon	1	Marsha Hicks,Tod McQuinn,The Sarge	sulphur*1	Power Draw|+3%|bad;Maximum Range|+20%|good;Shot Speed|+20%|good;Damage Falloff Start|+20%|good;Mass|+10%|bad	356d1457-e52f-4302-8af5-745e103b85e8	Weapon_LongRange	hc
modification	Cannon	Long Range Weapon	2	Marsha Hicks,Tod McQuinn,The Sarge	consumerfirmware*1,sulphur*1	Power Draw|+6%|bad;Maximum Range|+40%|good;Shot Speed|+40%|good;Damage Falloff Start|+40%|good;Mass|+15%|bad	965e7108-73d5-4f26-95ab-2d261716a80c	Weapon_LongRange	hc
modification	Cannon	Long Range Weapon	3	Marsha Hicks,The Sarge	focuscrystals*1,consumerfirmware*1,sulphur*1	Power Draw|+9%|bad;Maximum Range|+60%|good;Shot Speed|+60%|good;Damage Falloff Start|+60%|good;Mass|+20%|bad	9d56f79f-9077-4391-8719-67e96c9613dd	Weapon_LongRange	hc
modification	Cannon	Long Range Weapon	4	Marsha Hicks,The Sarge	conductivepolymers*1,focuscrystals*1,consumerfirmware*1	Power Draw|+12%|bad;Maximum Range|+80%|good;Shot Speed|+80%|good;Damage Falloff Start|+80%|good;Mass|+25%|bad	fbd49a72-d117-4e01-8485-d69b2267c803	Weapon_LongRange	hc
modification	Cannon	Long Range Weapon	5	Marsha Hicks,The Sarge	biotechconductors*1,industrialfirmware*1,thermicalloys*1	Power Draw|+15%|bad;Maximum Range|+100%|good;Shot Speed|+100%|good;Damage Falloff Start|+100%|good;Mass|+30%|bad	0d08a432-cfcd-40a7-8000-74a0dee56812	Weapon_LongRange	hc
modification	Cannon	Overcharged Weapon	1	Marsha Hicks,Tod McQuinn,The Sarge	nickel*1	Damage|+30%|good;Distributor Draw|+15%|bad;Thermal Load|+3%|bad	e917ebe3-d5f1-4016-b8a9-2c759e16a7d4	Weapon_Overcharged	hc
modification	Cannon	Overcharged Weapon	2	Marsha Hicks,Tod McQuinn,The Sarge	conductivecomponents*1,nickel*1	Damage|+40%|good;Distributor Draw|+20%|bad;Thermal Load|+6%|bad	f5921fc1-fb10-4d2f-8e0a-cd8d8e9e3a84	Weapon_Overcharged	hc
modification	Cannon	Overcharged Weapon	3	Marsha Hicks,The Sarge	conductivecomponents*1,electrochemicalarrays*1,nickel*1	Damage|+50%|good;Distributor Draw|+25%|bad;Thermal Load|+9%|bad	4389883f-c2b3-4487-9b1a-b668a761057a	Weapon_Overcharged	hc
modification	Cannon	Overcharged Weapon	4	Marsha Hicks,The Sarge	conductiveceramics*1,polymercapacitors*1,zinc*1	Damage|+60%|good;Distributor Draw|+30%|bad;Thermal Load|+12%|bad	25ec26dd-63b8-4e83-9a6e-86e5b80c4771	Weapon_Overcharged	hc
modification	Cannon	Overcharged Weapon	5	Marsha Hicks,The Sarge	conductivepolymers*1,embeddedfirmware*1,zirconium*1	Damage|+70%|good;Distributor Draw|+35%|bad;Thermal Load|+15%|bad	4dcf6bdc-bcff-448a-92a0-7612de548db7	Weapon_Overcharged	hc
modification	Cannon	Rapid Fire Modification	1	Marsha Hicks,Tod McQuinn,The Sarge	mechanicalscrap*1	Damage|-1%|bad;Reload Time|-25%|good;Jitter|0,5|bad;Rate of Fire|+8%|good	a7ca2bf6-14be-41ed-8bfb-c7348fda7713	Weapon_RapidFire	hc
modification	Cannon	Rapid Fire Modification	2	Marsha Hicks,Tod McQuinn,The Sarge	heatdispersionplate*1,mechanicalscrap*1	Damage|-2%|bad;Reload Time|-35%|good;Distributor Draw|-5%|good;Jitter|0,5|bad;Rate of Fire|+17%|good	0008257b-ea33-48ea-a18e-56cc6cf98a77	Weapon_RapidFire	hc
modification	Cannon	Rapid Fire Modification	3	Marsha Hicks,The Sarge	mechanicalequipment*1,precipitatedalloys*1,legacyfirmware*1	Damage|-3%|bad;Reload Time|-45%|good;Distributor Draw|-15%|good;Jitter|0,5|bad;Rate of Fire|+26%|good	f3338d38-f944-4841-b350-09755e1b615d	Weapon_RapidFire	hc
modification	Cannon	Rapid Fire Modification	4	Marsha Hicks,The Sarge	mechanicalcomponents*1,consumerfirmware*1,thermicalloys*1	Damage|-4%|bad;Reload Time|-56%|good;Distributor Draw|-25%|good;Jitter|0,5|bad;Rate of Fire|+35%|good	d2bdb568-725a-44bf-9328-ba72d2988acd	Weapon_RapidFire	hc
modification	Cannon	Rapid Fire Modification	5	Marsha Hicks,The Sarge	configurablecomponents*1,precipitatedalloys*1,technetium*1	Damage|-5%|bad;Reload Time|-65%|good;Distributor Draw|-35%|good;Jitter|0,5|bad;Rate of Fire|+44%|good	b1792824-0e96-42a3-9d3a-0b41d5ef83e0	Weapon_RapidFire	hc
modification	Cannon	Short Range Blaster	1	Marsha Hicks,Tod McQuinn,The Sarge	nickel*1	Damage|+27%|good;Maximum Range|-10%|bad	81dca970-1fbf-4017-af46-0c6285c3a728	Weapon_ShortRange	hc
modification	Cannon	Short Range Blaster	2	Marsha Hicks,Tod McQuinn,The Sarge	consumerfirmware*1,nickel*1	Damage|+39%|good;Maximum Range|-20%|bad;Thermal Load|+10%|bad	cf07de84-b794-43fd-a8b6-57ee781e9247	Weapon_ShortRange	hc
modification	Cannon	Short Range Blaster	3	Marsha Hicks,The Sarge	electrochemicalarrays*1,consumerfirmware*1,nickel*1	Damage|+51%|good;Maximum Range|-30%|bad;Thermal Load|+20%|bad	7cd60cfe-e406-4005-a912-a306a69067e0	Weapon_ShortRange	hc
modification	Cannon	Short Range Blaster	4	Marsha Hicks,The Sarge	conductivepolymers*1,electrochemicalarrays*1,consumerfirmware*1	Damage|+63%|good;Maximum Range|-40%|bad;Thermal Load|+30%|bad	adae0f67-fd08-47d5-8870-f926cc63353f	Weapon_ShortRange	hc
modification	Cannon	Short Range Blaster	5	Marsha Hicks,The Sarge	biotechconductors*1,configurablecomponents*1,industrialfirmware*1	Damage|+75%|good;Maximum Range|-50%|bad;Thermal Load|+40%|bad	ccf0cfd9-6da2-4975-95fa-ea7f0ccda991	Weapon_ShortRange	hc
modification	Cannon	Sturdy Mount	1	Marsha Hicks,Tod McQuinn,The Sarge	nickel*1	Integrity|+100%|good;Thermal Load|-10%|good;Armour Piercing|+20%|good;Mass|+20%|bad	3ac55eb7-0a45-440b-8c59-6ead43c7ef49	Weapon_Sturdy	hc
modification	Cannon	Sturdy Mount	2	Marsha Hicks,Tod McQuinn,The Sarge	nickel*1,shieldemitters*1	Integrity|+150%|good;Thermal Load|-15%|good;Armour Piercing|+30%|good;Mass|+40%|bad	53c131ab-cd66-4919-b49b-c1435362c8ff	Weapon_Sturdy	hc
modification	Cannon	Sturdy Mount	3	Marsha Hicks,The Sarge	nickel*1,shieldemitters*1,tungsten*1	Integrity|+200%|good;Thermal Load|-20%|good;Armour Piercing|+40%|good;Mass|+60%|bad	2d1873d4-6d38-4d39-b4c5-ea199be2bd6a	Weapon_Sturdy	hc
modification	Cannon	Sturdy Mount	4	Marsha Hicks,The Sarge	molybdenum*1,tungsten*1,zinc*1	Integrity|+250%|good;Thermal Load|-25%|good;Armour Piercing|+50%|good;Mass|+80%|bad	4ceeab9c-7a85-4553-9fa4-81ebc6e88d4f	Weapon_Sturdy	hc
modification	Cannon	Sturdy Mount	5	Marsha Hicks,The Sarge	highdensitycomposites*1,molybdenum*1,technetium*1	Integrity|+300%|good;Thermal Load|-30%|good;Armour Piercing|+60%|good;Mass|+100%|bad	53ab027e-1c5f-404b-82e3-0bc4c55c71af	CargoRack_IncreasedCapacity,Weapon_Sturdy	hc
modification	Chaff Launcher	Ammo Capacity	1	Petra Olmanova,Ram Tah	mechanicalscrap*1	Reload Time|+10%|bad;Mass|+100%|bad;Ammo Maximum|+50%|good	cc81fa92-d36d-4619-98f9-4202d475b2d8	Misc_ChaffCapacity	ucl
modification	Chaff Launcher	Lightweight	1	Ram Tah,Petra Olmanova	phosphorus*1	Integrity|-10%|bad;Mass|-45%|good	d5a539c5-120a-450f-bb68-e10abbeca8a9	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	ucl
modification	Chaff Launcher	Lightweight	2	Petra Olmanova,Ram Tah	manganese*1,salvagedalloys*1	Integrity|-20%|bad;Mass|-56%|good	b6a80556-c22a-466e-931c-239c208c9890	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	ucl
modification	Chaff Launcher	Lightweight	3	Petra Olmanova,Ram Tah	conductiveceramics*1,manganese*1,salvagedalloys*1	Integrity|-30%|bad;Mass|-65%|good	cbec8003-80e4-455a-84fe-257d2018386e	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	ucl
modification	Chaff Launcher	Lightweight	4	Petra Olmanova,Ram Tah	conductivecomponents*1,phasealloys*1,protolightalloys*1	Integrity|-40%|bad;Mass|-75%|good	3a57effa-ccac-448d-8d1c-3e0966042e24	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	ucl
modification	Chaff Launcher	Lightweight	5	Petra Olmanova,Ram Tah	conductiveceramics*1,protolightalloys*1,protoradiolicalloys*1	Integrity|-50%|bad;Mass|-85%|good	89f5d8e2-4f4c-4ef0-9e74-9f0691244b22	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	ucl
modification	Chaff Launcher	Reinforced	1	Ram Tah,Petra Olmanova	nickel*1	Integrity|+60%|good;Mass|+30%|bad	c952091e-30de-4b13-8e7e-c59aee4c1466	Misc_Reinforced	ucl
modification	Chaff Launcher	Reinforced	2	Petra Olmanova,Ram Tah	nickel*1,shieldemitters*1	Integrity|+120%|good;Mass|+60%|bad	5f868185-7351-49ec-95b4-87dab4d08e02	Misc_Reinforced	ucl
modification	Chaff Launcher	Reinforced	3	Petra Olmanova,Ram Tah	nickel*1,shieldemitters*1,tungsten*1	Integrity|+180%|good;Mass|+90%|bad	33e63006-29ae-4466-b240-7708ddd9804b	Misc_Reinforced	ucl
modification	Chaff Launcher	Reinforced	4	Petra Olmanova,Ram Tah	molybdenum*1,tungsten*1,zinc*1	Integrity|+240%|good;Mass|+120%|bad	5d0cb508-a654-4dc8-8e04-6cafac0ea86d	Misc_Reinforced	ucl
modification	Chaff Launcher	Reinforced	5	Petra Olmanova,Ram Tah	highdensitycomposites*1,molybdenum*1,technetium*1	Integrity|+300%|good;Mass|+150%|bad	06a5631b-036b-47ac-9d41-4c1728a5d34e	Misc_Reinforced	ucl
modification	Chaff Launcher	Shielded	1	Ram Tah,Petra Olmanova	wornshieldemitters*1	Power Draw|+20%|bad;Integrity|+60%|good	ac3908c2-c5aa-44a1-a847-a9d27c34a326	Misc_Shielded	ucl
modification	Chaff Launcher	Shielded	2	Petra Olmanova,Ram Tah	carbon*1,shieldemitters*1	Power Draw|+40%|bad;Integrity|+120%|good	ee1ad091-7a25-44ac-b3e4-9ee5e4228483	Misc_Shielded	ucl
modification	Chaff Launcher	Shielded	3	Petra Olmanova,Ram Tah	carbon*1,highdensitycomposites*1,shieldemitters*1	Power Draw|+60%|bad;Integrity|+180%|good	eddd7f16-035d-4e9e-96fc-bf82e9ce7397	Misc_Shielded	ucl
modification	Chaff Launcher	Shielded	4	Petra Olmanova,Ram Tah	fedproprietarycomposites*1,shieldingsensors*1,vanadium*1	Power Draw|+80%|bad;Integrity|+240%|good	1fef7b64-bf77-4024-a9b4-24146d5cefe3	Misc_Shielded	ucl
modification	Chaff Launcher	Shielded	5	Petra Olmanova,Ram Tah	compoundshielding*1,fedcorecomposites*1,tungsten*1	Power Draw|+100%|bad;Integrity|+300%|good	f6df4a5b-58f4-4854-843c-a99b2f106154	Misc_Shielded	ucl
modification	Collector Limpet Controller	Lightweight	1	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	phosphorus*1	Integrity|-10%|bad;Mass|-45%|good	d5a539c5-120a-450f-bb68-e10abbeca8a9	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	iclc
modification	Collector Limpet Controller	Lightweight	2	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	manganese*1,salvagedalloys*1	Integrity|-20%|bad;Mass|-56%|good	b6a80556-c22a-466e-931c-239c208c9890	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	iclc
modification	Collector Limpet Controller	Lightweight	3	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	conductiveceramics*1,manganese*1,salvagedalloys*1	Integrity|-30%|bad;Mass|-65%|good	cbec8003-80e4-455a-84fe-257d2018386e	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	iclc
modification	Collector Limpet Controller	Lightweight	4	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	conductivecomponents*1,phasealloys*1,protolightalloys*1	Integrity|-40%|bad;Mass|-75%|good	3a57effa-ccac-448d-8d1c-3e0966042e24	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	iclc
modification	Collector Limpet Controller	Lightweight	5	Marsha Hicks,Tiana Fortune,The Sarge	conductiveceramics*1,protolightalloys*1,protoradiolicalloys*1	Integrity|-50%|bad;Mass|-85%|good	89f5d8e2-4f4c-4ef0-9e74-9f0691244b22	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	iclc
modification	Collector Limpet Controller	Reinforced	1	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	nickel*1	Integrity|+60%|good;Mass|+30%|bad	d0451acd-f57f-46a5-ac1a-c2a2f1919283	Misc_Reinforced	iclc
modification	Collector Limpet Controller	Reinforced	2	Tiana Fortune,Marsha Hicks,The Sarge,Ram Tah	nickel*1,shieldemitters*1	Integrity|+120%|good;Mass|+60%|bad	ccbf3b26-6ded-4e86-b2dd-330280ca552f	Misc_Reinforced	iclc
modification	Collector Limpet Controller	Reinforced	3	Tiana Fortune,Marsha Hicks,The Sarge,Ram Tah	nickel*1,shieldemitters*1,tungsten*1	Integrity|+180%|good;Mass|+90%|bad	a841e48c-d34b-4dd2-b540-14910224398a	Misc_Reinforced	iclc
modification	Collector Limpet Controller	Reinforced	4	Tiana Fortune,Marsha Hicks,The Sarge,Ram Tah	molybdenum*1,tungsten*1,zinc*1	Integrity|+240%|good;Mass|+120%|bad	de78dde7-c159-4d37-91e2-b6562dd754e4	Misc_Reinforced	iclc
modification	Collector Limpet Controller	Reinforced	5	Marsha Hicks,Tiana Fortune,The Sarge	highdensitycomposites*1,molybdenum*1,technetium*1	Integrity|+300%|good;Mass|+150%|bad	2a175094-0490-41f1-ad85-1d199e69f768	Misc_Reinforced	iclc
modification	Collector Limpet Controller	Shielded	1	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	wornshieldemitters*1	Power Draw|+20%|bad;Integrity|+60%|good	6e384cd7-1ab5-4a03-849f-d1a6d5711012	Misc_Shielded	iclc
modification	Collector Limpet Controller	Shielded	2	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	carbon*1,shieldemitters*1	Power Draw|+40%|bad;Integrity|+120%|good	be06b5e7-44c0-4bb4-b084-ca5578cd5b26	Misc_Shielded	iclc
modification	Collector Limpet Controller	Shielded	3	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	carbon*1,highdensitycomposites*1,shieldemitters*1	Power Draw|+60%|bad;Integrity|+180%|good	d18a63f6-c96e-4e73-b4a1-70deeb27af9c	Misc_Shielded	iclc
modification	Collector Limpet Controller	Shielded	4	Marsha Hicks,Tiana Fortune,The Sarge,Ram Tah	fedproprietarycomposites*1,shieldingsensors*1,vanadium*1	Power Draw|+80%|bad;Integrity|+240%|good	99d03d5e-1fd6-49b1-a99d-71571c35dca5	Misc_Shielded	iclc
modification	Collector Limpet Controller	Shielded	5	Marsha Hicks,Tiana Fortune,The Sarge	compoundshielding*1,fedcorecomposites*1,tungsten*1	Power Draw|+100%|bad;Integrity|+300%|good	bedb2a94-2d59-4ed1-9e51-58ae2cfb4189	Misc_Shielded	iclc
modification	Electronic Countermeasure	Lightweight	1	Ram Tah,Petra Olmanova	phosphorus*1	Integrity|-10%|bad;Mass|-45%|good	d5a539c5-120a-450f-bb68-e10abbeca8a9	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	uec
modification	Electronic Countermeasure	Lightweight	2	Petra Olmanova,Ram Tah	manganese*1,salvagedalloys*1	Integrity|-20%|bad;Mass|-56%|good	b6a80556-c22a-466e-931c-239c208c9890	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	uec
modification	Electronic Countermeasure	Lightweight	3	Petra Olmanova,Ram Tah	conductiveceramics*1,manganese*1,salvagedalloys*1	Integrity|-30%|bad;Mass|-65%|good	cbec8003-80e4-455a-84fe-257d2018386e	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	uec
modification	Electronic Countermeasure	Lightweight	4	Petra Olmanova,Ram Tah	conductivecomponents*1,phasealloys*1,protolightalloys*1	Integrity|-40%|bad;Mass|-75%|good	3a57effa-ccac-448d-8d1c-3e0966042e24	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	uec
modification	Electronic Countermeasure	Lightweight	5	Petra Olmanova,Ram Tah	conductiveceramics*1,protolightalloys*1,protoradiolicalloys*1	Integrity|-50%|bad;Mass|-85%|good	89f5d8e2-4f4c-4ef0-9e74-9f0691244b22	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	uec
modification	Electronic Countermeasure	Reinforced	1	Ram Tah,Petra Olmanova	nickel*1	Integrity|+60%|good;Mass|+30%|bad	6bcb5b84-5e90-4d3d-be7c-6ed6c1f048c4	Misc_Reinforced	uec
modification	Electronic Countermeasure	Reinforced	2	Petra Olmanova,Ram Tah	nickel*1,shieldemitters*1	Integrity|+120%|good;Mass|+60%|bad	8497a12f-becf-499b-8df8-6814cfa93e39	Misc_Reinforced	uec
modification	Electronic Countermeasure	Reinforced	3	Petra Olmanova,Ram Tah	nickel*1,shieldemitters*1,tungsten*1	Integrity|+180%|good;Mass|+90%|bad	2fbadb73-1c89-4d25-9061-43735d4970b3	Misc_Reinforced	uec
modification	Electronic Countermeasure	Reinforced	4	Petra Olmanova,Ram Tah	molybdenum*1,tungsten*1,zinc*1	Integrity|+240%|good;Mass|+120%|bad	a89859a9-1278-40d0-ac77-e3e6bf10de95	Misc_Reinforced	uec
modification	Electronic Countermeasure	Reinforced	5	Petra Olmanova,Ram Tah	highdensitycomposites*1,molybdenum*1,technetium*1	Integrity|+300%|good;Mass|+150%|bad	7ab56e9d-f02d-4562-b1e1-82168f482a3e	Misc_Reinforced	uec
modification	Electronic Countermeasure	Shielded	1	Ram Tah,Petra Olmanova	wornshieldemitters*1	Power Draw|+20%|bad;Integrity|+60%|good	0dd69a33-0309-4ab6-bf88-e500db42448c	Misc_Shielded	uec
modification	Electronic Countermeasure	Shielded	2	Petra Olmanova,Ram Tah	carbon*1,shieldemitters*1	Power Draw|+40%|bad;Integrity|+120%|good	297bc1b2-7e2c-4556-b971-b2ff38cbff53	Misc_Shielded	uec
modification	Electronic Countermeasure	Shielded	3	Petra Olmanova,Ram Tah	carbon*1,highdensitycomposites*1,shieldemitters*1	Power Draw|+60%|bad;Integrity|+180%|good	385a3392-8580-4fa6-a52c-1205f1041b99	Misc_Shielded	uec
modification	Electronic Countermeasure	Shielded	4	Petra Olmanova,Ram Tah	fedproprietarycomposites*1,shieldingsensors*1,vanadium*1	Power Draw|+80%|bad;Integrity|+240%|good	eb3e8641-031c-4318-9e97-43f27529fd86	Misc_Shielded	uec
modification	Electronic Countermeasure	Shielded	5	Petra Olmanova,Ram Tah	compoundshielding*1,fedcorecomposites*1,tungsten*1	Power Draw|+100%|bad;Integrity|+300%|good	7d291eef-55fa-4ffd-8d5c-1b4e46669333	Misc_Shielded	uec
modification	Fragment Cannon	Double Shot	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	carbon*1	Burst Rate of Fire|+600%|good;Maximum Range|-2%|bad;Burst Size|2|good;Clip Size|4|good	0dad25c2-bbf3-4020-9af5-25f902ec7732	Weapon_DoubleShot	hfc
modification	Fragment Cannon	Double Shot	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	carbon*1,mechanicalequipment*1	Burst Rate of Fire|+800%|good;Maximum Range|-4%|bad;Burst Size|2|good;Clip Size|4|good	5cdaf06c-5ecd-40f0-bb8b-54ce8847b4e6	Weapon_DoubleShot	hfc
modification	Fragment Cannon	Double Shot	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	carbon*1,industrialfirmware*1,mechanicalequipment*1	Burst Rate of Fire|+1000%|good;Maximum Range|-6%|bad;Burst Size|2|good;Clip Size|4|good	fca184ef-5346-4f9a-8964-1e158763ab03	Weapon_DoubleShot	hfc
modification	Fragment Cannon	Double Shot	4	Marsha Hicks,Zacariah Nemo	mechanicalcomponents*1,securityfirmware*1,vanadium*1	Burst Rate of Fire|+1200%|good;Maximum Range|-8%|bad;Burst Size|2|good;Clip Size|4|good	93cc424a-f547-409e-8487-2f73c27d4e47	Weapon_DoubleShot	hfc
modification	Fragment Cannon	Double Shot	5	Marsha Hicks,Zacariah Nemo	highdensitycomposites*1,configurablecomponents*1,embeddedfirmware*1	Burst Rate of Fire|+1400%|good;Maximum Range|-10%|bad;Burst Size|2|good;Clip Size|6|good	0d790580-fc41-4378-b8e9-4feceaebb618	Weapon_DoubleShot	hfc
modification	Fragment Cannon	Efficient Weapon	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	sulphur*1	Damage|+8%|good;Thermal Load|-38%|good	3fbcc9dc-169a-4cd3-b945-cedc55882cd3	Weapon_Efficient	hfc
modification	Fragment Cannon	Efficient Weapon	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	heatdispersionplate*1,sulphur*1	Damage|+12%|good;Power Draw|-12%|good;Distributor Draw|-15%|good;Thermal Load|-43%|good	a35a0c80-784d-4125-b858-fdee45750269	Weapon_Efficient	hfc
modification	Fragment Cannon	Efficient Weapon	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	chromium*1,scrambledemissiondata*1,heatexchangers*1	Damage|+16%|good;Power Draw|-24%|good;Distributor Draw|-25%|good;Thermal Load|-48%|good	a429328b-11f4-402d-9909-2c6190505966	Weapon_Efficient	hfc
modification	Fragment Cannon	Efficient Weapon	4	Marsha Hicks,Zacariah Nemo	heatvanes*1,archivedemissiondata*1,selenium*1	Damage|+20%|good;Power Draw|-36%|good;Distributor Draw|-35%|good;Thermal Load|-53%|good	8c364495-468c-4ab1-9baf-079917a6cf9a	Weapon_Efficient	hfc
modification	Fragment Cannon	Efficient Weapon	5	Marsha Hicks,Zacariah Nemo	cadmium*1,protoheatradiators*1,emissiondata*1	Damage|+24%|good;Power Draw|-48%|good;Distributor Draw|-45%|good;Thermal Load|-60%|good	5ac92753-1c19-4ae8-8b12-c6f130bda4a5	Weapon_Efficient	hfc
modification	Fragment Cannon	High Capacity Magazine	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	mechanicalscrap*1	Clip Size|+36%|good;Power Draw|+4%|bad;Ammo Capacity|+36%|good;Rate of Fire|+2%|good;Mass|+20%|bad	f622da45-ef05-4a9f-bdcb-879b5933b869	Weapon_HighCapacity	hfc
modification	Fragment Cannon	High Capacity Magazine	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	mechanicalscrap*1,vanadium*1	Clip Size|+52%|good;Power Draw|+8%|bad;Ammo Capacity|+52%|good;Rate of Fire|+4%|good;Mass|+30%|bad	c2cf2614-1a13-4b8d-81eb-d4eaf76257d0	Weapon_HighCapacity	hfc
modification	Fragment Cannon	High Capacity Magazine	3	Marsha Hicks,Tod McQuinn,Zacariah Nemo	mechanicalscrap*1,niobium*1,vanadium*1	Clip Size|+68%|good;Power Draw|+12%|bad;Ammo Capacity|+68%|good;Rate of Fire|+6%|good;Mass|+40%|bad	e37a6dba-669e-4ce6-bb3d-e831bdd656c0	Weapon_HighCapacity	hfc
modification	Fragment Cannon	High Capacity Magazine	4	Marsha Hicks,Zacariah Nemo	highdensitycomposites*1,mechanicalequipment*1,tin*1	Clip Size|+84%|good;Power Draw|+16%|bad;Ammo Capacity|+84%|good;Rate of Fire|+8%|good;Mass|+50%|bad	8800433a-2061-4776-9821-5dc04772b963	Weapon_HighCapacity	hfc
modification	Fragment Cannon	High Capacity Magazine	5	Marsha Hicks,Zacariah Nemo	mechanicalcomponents*1,militarysupercapacitors*1,fedproprietarycomposites*1	Clip Size|+100%|good;Power Draw|+20%|bad;Ammo Capacity|+100%|good;Rate of Fire|+10%|good;Mass|+60%|bad	4b3f4f18-a517-4354-a02d-de46b3cd4efc	Weapon_HighCapacity	hfc
modification	Fragment Cannon	Lightweight Mount	1	Marsha Hicks,Tod McQuinn,Zacariah Nemo	phosphorus*1	Integrity|-20%|bad;Mass|-30%|good	d5a539c5-120a-450f-bb68-e10abbeca8a9	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hfc
modification	Fragment Cannon	Lightweight Mount	2	Marsha Hicks,Tod McQuinn,Zacariah Nemo	manganese*1,salvagedalloys*1	Power Draw|-10%|good;Integrity|-30%|bad;Distributor Draw|-20%|good;Mass|-45%|good	b6a80556-c22a-466e-931c-239c208c9890	Armour_Advanced,Misc_LightWeight,Weapon_LightWeight	hfc
